"UNIQUE_ID","COLLECTION_ID","YEAR","SEASON","COLLECTION_START","COLLECTION_END","FOREST_TYPE","PLOT","YEBI_TOTAL","YEBI_CATEGORY","SUMA_TOTAL","SUMA_FULL","REMA_TOTAL","REMA_FULL","AMBE_HUSK","AMBE_TOTAL","AMBE_FULL","AMBE_VERTEBRATE_EATEN","AMBE_EMPTY","AMBE_INSECT_DAMAGE","RESP_TOTAL","RESP_FULL","EAHE_TOTAL","SP_FI_HE_TOTAL","NWCE_TOTAL","BAFI_TOTAL","PABI_TOTAL","OTHER_TOTAL","OTHER_SPP","COMMENTS","CENSOR"
"1994_12_965",12,1994,"S",19931111,19940727,"H",965,0,"N",0,NA,25,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1994_12_966",12,1994,"S",19931111,19940727,"H",966,0,"N",0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,"no seeds","N"
"1994_12_967",12,1994,"S",19931111,19940727,"H",967,0,"N",4,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1994_12_968",12,1994,"S",19931111,19940727,"H",968,0,"N",0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,"no seeds","N"
"1994_12_969",12,1994,"S",19931111,19940727,"M",969,0,"N",2,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1994_12_970",12,1994,"S",19931111,19940727,"M",970,0,"N",0,NA,16,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1994_12_971",12,1994,"S",19931111,19940727,"M",971,0,"N",0,NA,51,NA,NA,0,NA,NA,NA,NA,0,NA,1,0,0,0,0,0,NA,NA,"N"
"1994_12_972",12,1994,"S",19931111,19940727,"M",972,0,"N",0,NA,13,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1994_12_973",12,1994,"S",19931111,19940727,"M",973,0,"N",0,NA,26,NA,NA,0,NA,NA,NA,NA,0,NA,3,0,0,0,0,0,NA,NA,"N"
"1994_12_974",12,1994,"S",19931111,19940727,"M",974,0,"N",0,NA,15,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1994_12_975",12,1994,"S",19931111,19940727,"M",975,0,"N",0,NA,4,NA,NA,0,NA,NA,NA,NA,0,NA,6,0,0,0,0,0,NA,NA,"N"
"1994_12_976",12,1994,"S",19931111,19940727,"M",976,6,"L",0,NA,30,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1994_12_977",12,1994,"S",19931111,19940727,"M",977,0,"N",0,NA,10,NA,NA,0,NA,NA,NA,NA,22,NA,0,0,0,0,0,0,NA,NA,"N"
"1994_12_978",12,1994,"S",19931111,19940727,"M",978,0,"N",0,NA,32,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1994_12_979",12,1994,"S",19931111,19940727,"M",979,0,"N",0,NA,9,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1994_12_980",12,1994,"S",19931111,19940727,"M",980,0,"N",0,NA,0,NA,NA,0,NA,NA,NA,NA,30,NA,0,0,0,0,0,0,NA,NA,"N"
"1994_12_981",12,1994,"S",19931111,19940727,"M",981,3,"L",0,NA,4,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1994_12_982",12,1994,"S",19931111,19940727,"M",982,0,"N",0,NA,12,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1994_12_983",12,1994,"S",19931111,19940727,"M",983,0,"N",0,NA,8,NA,NA,0,NA,NA,NA,NA,0,NA,5,0,0,0,0,0,NA,NA,"N"
"1994_13_934",13,1994,"F",19940727,19941114,"M",934,7,"L",0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,37,0,0,0,0,0,NA,NA,"N"
"1994_13_935",13,1994,"F",19940727,19941114,"M",935,9,"L",0,NA,1,NA,NA,3,NA,NA,NA,NA,0,NA,23,0,0,0,0,0,NA,NA,"N"
"1994_13_936",13,1994,"F",19940727,19941114,"M",936,6,"L",1,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,67,0,0,0,0,0,NA,NA,"N"
"1994_13_937",13,1994,"F",19940727,19941114,"M",937,39,"M",1,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,78,0,0,0,0,0,NA,NA,"N"
"1994_13_938",13,1994,"F",19940727,19941114,"M",938,34,"M",0,NA,1,NA,NA,0,NA,NA,NA,NA,0,NA,50,0,0,0,0,0,NA,NA,"N"
"1994_13_939",13,1994,"F",19940727,19941114,"M",939,22,"M",1,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,8,0,0,0,0,0,NA,NA,"N"
"1994_13_940",13,1994,"F",19940727,19941114,"M",940,16,"M",2,NA,1,NA,NA,0,NA,NA,NA,NA,0,NA,12,0,0,0,0,0,NA,NA,"N"
"1994_13_941",13,1994,"F",19940727,19941114,"M",941,36,"M",1,NA,1,NA,NA,0,NA,NA,NA,NA,0,NA,20,0,0,0,0,0,NA,NA,"N"
"1994_13_942",13,1994,"F",19940727,19941114,"M",942,19,"M",1,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,6,0,0,0,0,0,NA,NA,"N"
"1994_13_943",13,1994,"F",19940727,19941114,"M",943,81,"H",7,NA,0,NA,NA,4,NA,NA,NA,NA,0,NA,6,0,0,0,0,0,NA,NA,"N"
"1994_13_944",13,1994,"F",19940727,19941114,"H",944,3,"L",8,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,13,0,0,0,0,0,NA,NA,"N"
"1994_13_945",13,1994,"F",19940727,19941114,"H",945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tipped over","Y"
"1994_13_946",13,1994,"F",19940727,19941114,"H",946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tipped over","Y"
"1994_13_947",13,1994,"F",19940727,19941114,"H",947,12,"M",14,NA,0,NA,NA,14,NA,NA,NA,NA,0,NA,1,0,0,0,0,0,NA,NA,"N"
"1994_13_948",13,1994,"F",19940727,19941114,"H",948,3,"L",12,NA,0,NA,NA,4,NA,NA,NA,NA,0,NA,1,0,0,0,0,0,NA,NA,"N"
"1994_13_949",13,1994,"F",19940727,19941114,"H",949,11,"M",14,NA,0,NA,NA,4,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1994_13_950",13,1994,"F",19940727,19941114,"H",950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tipped over","Y"
"1994_13_951",13,1994,"F",19940727,19941114,"H",951,0,"N",16,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,3,0,0,0,0,0,NA,NA,"N"
"1994_13_952",13,1994,"F",19940727,19941114,"H",952,5,"L",14,NA,0,NA,NA,2,NA,NA,NA,NA,0,NA,6,0,0,0,0,0,NA,NA,"N"
"1994_13_953",13,1994,"F",19940727,19941114,"H",953,24,"M",32,NA,0,NA,NA,5,NA,NA,NA,NA,0,NA,6,0,0,0,0,0,NA,NA,"N"
"1994_13_954",13,1994,"F",19940727,19941114,"H",954,10,"L",21,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,5,0,0,0,0,0,NA,NA,"N"
"1994_13_955",13,1994,"F",19940727,19941114,"H",955,1,"L",18,NA,0,NA,NA,6,NA,NA,NA,NA,0,NA,6,0,0,0,0,0,NA,NA,"N"
"1994_13_956",13,1994,"F",19940727,19941114,"H",956,0,"N",13,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1994_13_957",13,1994,"F",19940727,19941114,"H",957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tipped over","Y"
"1994_13_958",13,1994,"F",19940727,19941114,"H",958,1,"L",15,NA,0,NA,NA,3,NA,NA,NA,NA,0,NA,1,0,0,0,0,0,NA,NA,"N"
"1994_13_959",13,1994,"F",19940727,19941114,"H",959,5,"L",16,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,7,0,0,0,0,0,NA,NA,"N"
"1994_13_960",13,1994,"F",19940727,19941114,"H",960,8,"L",8,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,1,0,0,0,0,0,NA,NA,"N"
"1994_13_961",13,1994,"F",19940727,19941114,"H",961,12,"M",17,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,2,0,0,0,0,0,NA,NA,"N"
"1994_13_962",13,1994,"F",19940727,19941114,"H",962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tipped over","Y"
"1994_13_963",13,1994,"F",19940727,19941114,"H",963,7,"L",4,NA,0,NA,NA,3,NA,NA,NA,NA,0,NA,6,0,0,0,0,0,NA,NA,"N"
"1994_13_964",13,1994,"F",19940727,19941114,"H",964,2,"L",4,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,1,0,0,0,0,0,NA,NA,"N"
"1994_13_965",13,1994,"F",19940727,19941114,"H",965,121,"H",9,NA,4,NA,NA,0,NA,NA,NA,NA,0,NA,5,0,0,0,0,0,NA,NA,"N"
"1994_13_966",13,1994,"F",19940727,19941114,"H",966,229,"H",8,NA,0,NA,NA,6,NA,NA,NA,NA,0,NA,1,0,0,0,0,0,NA,NA,"N"
"1994_13_967",13,1994,"F",19940727,19941114,"H",967,9,"L",15,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,NA,"N"
"1994_13_968",13,1994,"F",19940727,19941114,"H",968,29,"M",20,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,1,0,0,0,0,0,NA,NA,"N"
"1994_13_969",13,1994,"F",19940727,19941114,"M",969,6,"L",11,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,29,0,0,0,0,0,NA,NA,"N"
"1994_13_970",13,1994,"F",19940727,19941114,"M",970,29,"M",4,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,22,0,0,0,0,0,NA,NA,"N"
"1994_13_971",13,1994,"F",19940727,19941114,"M",971,9,"L",1,NA,1,NA,NA,0,NA,NA,NA,NA,0,NA,27,0,0,0,0,0,NA,NA,"N"
"1994_13_972",13,1994,"F",19940727,19941114,"M",972,6,"L",1,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,26,0,0,0,0,0,NA,NA,"N"
"1994_13_973",13,1994,"F",19940727,19941114,"M",973,18,"M",0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,60,0,0,0,0,0,NA,NA,"N"
"1994_13_974",13,1994,"F",19940727,19941114,"M",974,13,"M",0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,67,0,0,0,0,0,NA,NA,"N"
"1994_13_975",13,1994,"F",19940727,19941114,"M",975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tipped over","Y"
"1994_13_976",13,1994,"F",19940727,19941114,"M",976,32,"M",0,NA,1,NA,NA,0,NA,NA,NA,NA,0,NA,30,0,0,0,0,0,NA,NA,"N"
"1994_13_977",13,1994,"F",19940727,19941114,"M",977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tipped over","Y"
"1994_13_978",13,1994,"F",19940727,19941114,"M",978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tipped over","Y"
"1994_13_979",13,1994,"F",19940727,19941114,"M",979,11,"M",0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,24,0,0,0,0,0,NA,NA,"N"
"1994_13_980",13,1994,"F",19940727,19941114,"M",980,17,"M",1,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,37,0,0,0,0,0,NA,NA,"N"
"1994_13_981",13,1994,"F",19940727,19941114,"M",981,80,"H",0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,39,0,0,0,0,0,NA,NA,"N"
"1994_13_982",13,1994,"F",19940727,19941114,"M",982,46,"M",0,NA,4,NA,NA,0,NA,NA,NA,NA,0,NA,10,0,0,0,0,0,NA,NA,"N"
"1994_13_983",13,1994,"F",19940727,19941114,"M",983,19,"M",0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,9,0,0,0,0,0,NA,NA,"N"
"1995_14_934",14,1995,"S",19941114,19950712,"M",934,7,"L",0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,20,0,0,0,0,0,NA,"9 hem cones","N"
"1995_14_935",14,1995,"S",19941114,19950712,"M",935,17,"M",0,NA,6,NA,NA,0,NA,NA,NA,NA,0,NA,11,0,0,0,0,0,NA,NA,"N"
"1995_14_936",14,1995,"S",19941114,19950712,"M",936,12,"M",0,NA,8,NA,NA,0,NA,NA,NA,NA,0,NA,20,0,0,0,0,0,NA,"2 hem cones ","N"
"1995_14_937",14,1995,"S",19941114,19950712,"M",937,79,"H",0,NA,0,NA,NA,0,NA,NA,NA,NA,14,NA,47,0,0,0,0,0,NA,NA,"N"
"1995_14_938",14,1995,"S",19941114,19950712,"M",938,35,"M",0,NA,1,NA,NA,0,NA,NA,NA,NA,0,NA,7,0,0,0,0,0,NA,NA,"N"
"1995_14_939",14,1995,"S",19941114,19950712,"M",939,34,"M",0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,15,0,0,0,0,0,NA,NA,"N"
"1995_14_940",14,1995,"S",19941114,19950712,"M",940,15,"M",0,NA,0,NA,NA,0,NA,NA,NA,NA,1,NA,11,0,0,0,0,0,NA,NA,"N"
"1995_14_941",14,1995,"S",19941114,19950712,"M",941,44,"M",0,NA,85,NA,NA,0,NA,NA,NA,NA,0,NA,7,0,0,0,0,0,NA,"17 hemlock cones","N"
"1995_14_942",14,1995,"S",19941114,19950712,"M",942,74,"H",0,NA,0,NA,NA,0,NA,NA,NA,NA,2,NA,6,0,0,0,0,0,NA,NA,"N"
"1995_14_943",14,1995,"S",19941114,19950712,"M",943,81,"H",0,NA,2,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1995_14_944",14,1995,"S",19941114,19950712,"H",944,12,"M",3,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,"5 hemlock cones","N"
"1995_14_945",14,1995,"S",19941114,19950712,"H",945,3,"L",0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1995_14_946",14,1995,"S",19941114,19950712,"H",946,0,"N",2,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1995_14_947",14,1995,"S",19941114,19950712,"H",947,2,"L",0,NA,1,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1995_14_948",14,1995,"S",19941114,19950712,"H",948,3,"L",0,NA,1,NA,NA,0,NA,NA,NA,NA,0,NA,2,0,0,0,0,0,NA,NA,"N"
"1995_14_949",14,1995,"S",19941114,19950712,"H",949,2,"L",0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,1,0,0,0,0,0,NA,NA,"N"
"1995_14_950",14,1995,"S",19941114,19950712,"H",950,3,"L",0,NA,1,NA,NA,0,NA,NA,NA,NA,0,NA,1,0,0,0,0,0,NA,NA,"N"
"1995_14_951",14,1995,"S",19941114,19950712,"H",951,7,"L",0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1995_14_952",14,1995,"S",19941114,19950712,"H",952,9,"L",1,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,2,0,0,0,0,0,NA,NA,"N"
"1995_14_953",14,1995,"S",19941114,19950712,"H",953,110,"H",0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1995_14_954",14,1995,"S",19941114,19950712,"H",954,107,"H",0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1995_14_955",14,1995,"S",19941114,19950712,"H",955,4,"L",2,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1995_14_956",14,1995,"S",19941114,19950712,"H",956,3,"L",0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,1,0,0,0,0,0,NA,NA,"N"
"1995_14_957",14,1995,"S",19941114,19950712,"H",957,0,"N",0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,"no seeds","N"
"1995_14_958",14,1995,"S",19941114,19950712,"H",958,4,"L",0,NA,2,NA,NA,3,NA,NA,NA,NA,0,NA,5,0,0,0,0,0,NA,"5 spruce cones","N"
"1995_14_959",14,1995,"S",19941114,19950712,"H",959,3,"L",0,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1995_14_960",14,1995,"S",19941114,19950712,"H",960,6,"L",0,NA,2,NA,NA,0,NA,NA,NA,NA,12,NA,0,0,0,0,0,0,NA,NA,"N"
"1995_14_961",14,1995,"S",19941114,19950712,"H",961,13,"M",1,NA,0,NA,NA,0,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,NA,NA,"N"
"1995_14_962",14,1995,"S",19941114,19950712,"H",962,0,"N",0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,"no seeds","N"
"1995_14_963",14,1995,"S",19941114,19950712,"H",963,30,"M",1,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,1,0,0,0,0,0,NA,NA,"N"
"1995_14_964",14,1995,"S",19941114,19950712,"H",964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tipped over","Y"
"1995_14_965",14,1995,"S",19941114,19950712,"H",965,120,"H",0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1995_14_966",14,1995,"S",19941114,19950712,"H",966,277,"H",0,NA,1,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1995_14_967",14,1995,"S",19941114,19950712,"H",967,68,"H",0,NA,1,NA,NA,2,NA,NA,NA,NA,0,NA,1,0,0,0,0,0,NA,NA,"N"
"1995_14_968",14,1995,"S",19941114,19950712,"H",968,55,"H",0,NA,3,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1995_14_969",14,1995,"S",19941114,19950712,"M",969,14,"M",0,NA,0,NA,NA,0,NA,NA,NA,NA,1,NA,1,0,0,0,0,0,NA,"1 spruce cone","N"
"1995_14_970",14,1995,"S",19941114,19950712,"M",970,41,"M",0,NA,1,NA,NA,0,NA,NA,NA,NA,2,NA,15,0,0,0,0,0,NA,NA,"N"
"1995_14_971",14,1995,"S",19941114,19950712,"M",971,3,"L",0,NA,140,NA,NA,0,NA,NA,NA,NA,0,NA,7,0,0,0,0,0,NA,NA,"N"
"1995_14_972",14,1995,"S",19941114,19950712,"M",972,16,"M",0,NA,32,NA,NA,0,NA,NA,NA,NA,3,NA,13,0,0,0,0,0,NA,NA,"N"
"1995_14_973",14,1995,"S",19941114,19950712,"M",973,14,"M",0,NA,6,NA,NA,0,NA,NA,NA,NA,0,NA,53,0,0,0,0,0,NA,"13 hemlock cones","N"
"1995_14_974",14,1995,"S",19941114,19950712,"M",974,1,"L",0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,5,0,0,0,0,0,NA,"2 spruce cones","N"
"1995_14_975",14,1995,"S",19941114,19950712,"M",975,7,"L",0,NA,0,NA,NA,0,NA,NA,NA,NA,1,NA,12,0,0,0,0,0,NA,NA,"N"
"1995_14_976",14,1995,"S",19941114,19950712,"M",976,87,"H",0,NA,13,NA,NA,0,NA,NA,NA,NA,6,NA,14,0,0,0,0,0,NA,NA,"N"
"1995_14_977",14,1995,"S",19941114,19950712,"M",977,41,"M",0,NA,1,NA,NA,0,NA,NA,NA,NA,0,NA,43,0,0,0,0,0,NA,NA,"N"
"1995_14_978",14,1995,"S",19941114,19950712,"M",978,72,"H",0,NA,3,NA,NA,0,NA,NA,NA,NA,6,NA,17,0,0,0,0,0,NA,NA,"N"
"1995_14_979",14,1995,"S",19941114,19950712,"M",979,81,"H",0,NA,1,NA,NA,0,NA,NA,NA,NA,0,NA,30,0,0,0,0,0,NA,"8 hemlock cones","N"
"1995_14_980",14,1995,"S",19941114,19950712,"M",980,47,"M",0,NA,3,NA,NA,0,NA,NA,NA,NA,0,NA,26,0,0,0,0,0,NA,"13 hemlock cones","N"
"1995_14_981",14,1995,"S",19941114,19950712,"M",981,0,"N",0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,"no seeds","N"
"1995_14_982",14,1995,"S",19941114,19950712,"M",982,0,"N",0,NA,8,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,"3 hemlock cones","N"
"1994_14_983",14,1994,"S",19941114,19950712,"M",983,1,"L",0,NA,3,NA,NA,0,NA,NA,NA,NA,0,NA,3,0,0,0,0,0,NA,NA,"N"
"1996_15_934",15,1996,"F",19950713,19951024,"M",934,0,"N",0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,2,0,0,0,0,0,NA,NA,"N"
"1995_15_935",15,1995,"F",19950713,19951024,"M",935,36,"M",0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,1,0,0,0,0,0,NA,NA,"N"
"1995_15_936",15,1995,"F",19950713,19951024,"M",936,2,"L",0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1995_15_937",15,1995,"F",19950713,19951024,"M",937,57,"H",0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,35,0,0,0,0,0,NA,NA,"N"
"1995_15_938",15,1995,"F",19950713,19951024,"M",938,6,"L",1,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,1,0,0,0,0,0,NA,NA,"N"
"1995_15_939",15,1995,"F",19950713,19951024,"M",939,16,"M",2,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,1,0,0,0,0,0,NA,NA,"N"
"1995_15_940",15,1995,"F",19950713,19951024,"M",940,45,"M",1,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,1,0,0,0,0,0,NA,NA,"N"
"1995_15_941",15,1995,"F",19950713,19951024,"M",941,0,"N",20,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,2,0,0,0,0,0,NA,NA,"N"
"1995_15_942",15,1995,"F",19950713,19951024,"M",942,134,"H",2,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,1,0,0,0,0,0,NA,NA,"N"
"1995_15_943",15,1995,"F",19950713,19951024,"M",943,247,"H",9,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1995_15_944",15,1995,"F",19950713,19951024,"H",944,4,"L",4,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,3,0,0,0,0,0,NA,NA,"N"
"1995_15_945",15,1995,"F",19950713,19951024,"H",945,2,"L",5,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1995_15_946",15,1995,"F",19950713,19951024,"H",946,2,"L",2,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,1,0,0,0,0,0,NA,NA,"N"
"1995_15_947",15,1995,"F",19950713,19951024,"H",947,13,"M",7,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1995_15_948",15,1995,"F",19950713,19951024,"H",948,4,"L",3,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1995_15_949",15,1995,"F",19950713,19951024,"H",949,0,"N",10,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1995_15_950",15,1995,"F",19950713,19951024,"H",950,0,"N",8,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1995_15_951",15,1995,"F",19950713,19951024,"H",951,1,"L",8,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,15,0,0,0,0,0,NA,NA,"N"
"1995_15_952",15,1995,"F",19950713,19951024,"H",952,2,"L",6,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1995_15_953",15,1995,"F",19950713,19951024,"H",953,14,"M",0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1995_15_954",15,1995,"F",19950713,19951024,"H",954,21,"M",10,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,2,0,0,0,0,0,NA,NA,"N"
"1995_15_955",15,1995,"F",19950713,19951024,"H",955,0,"N",4,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,2,0,0,0,0,0,NA,NA,"N"
"1995_15_956",15,1995,"F",19950713,19951024,"H",956,0,"N",2,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,7,0,0,0,0,0,NA,NA,"N"
"1995_15_957",15,1995,"F",19950713,19951024,"H",957,3,"L",6,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1995_15_958",15,1995,"F",19950713,19951024,"H",958,0,"N",9,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1995_15_959",15,1995,"F",19950713,19951024,"H",959,5,"L",7,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1995_15_960",15,1995,"F",19950713,19951024,"H",960,3,"L",20,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1995_15_961",15,1995,"F",19950713,19951024,"H",961,2,"L",4,NA,1,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1995_15_962",15,1995,"F",19950713,19951024,"H",962,24,"M",1,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1995_15_963",15,1995,"F",19950713,19951024,"H",963,19,"M",2,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1995_15_964",15,1995,"F",19950713,19951024,"H",964,24,"M",3,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,10,0,0,0,0,0,NA,NA,"N"
"1995_15_965",15,1995,"F",19950713,19951024,"H",965,74,"H",0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1995_15_966",15,1995,"F",19950713,19951024,"H",966,9,"L",10,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,1,0,0,0,0,0,NA,NA,"N"
"1995_15_967",15,1995,"F",19950713,19951024,"H",967,7,"L",3,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
