"","DATE","STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","PRCP","SNOW","SNWD","TMAX","TMIN","YEAR","MONTH","DAY","SEASON"
"24768",1990-05-30,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,57,28,1990,5,30,"MAM"
"24769",1990-05-31,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,68,34,1990,5,31,"MAM"
"24770",1990-06-01,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,76,35,1990,6,1,"JJA"
"24771",1990-06-02,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,81,56,1990,6,2,"JJA"
"24772",1990-06-03,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.5,0,0,74,45,1990,6,3,"JJA"
"24773",1990-06-04,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.16,0,0,70,31,1990,6,4,"JJA"
"24774",1990-06-05,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,58,33,1990,6,5,"JJA"
"24775",1990-06-06,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.09,0,0,64,46,1990,6,6,"JJA"
"24776",1990-06-07,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,71,38,1990,6,7,"JJA"
"24777",1990-06-08,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.18,0,0,68,53,1990,6,8,"JJA"
"24778",1990-06-09,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.01,0,0,78,50,1990,6,9,"JJA"
"24779",1990-06-10,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.03,0,0,73,50,1990,6,10,"JJA"
"24780",1990-06-11,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.04,0,0,59,34,1990,6,11,"JJA"
"24781",1990-06-12,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,77,38,1990,6,12,"JJA"
"24782",1990-06-13,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.12,0,0,76,56,1990,6,13,"JJA"
"24783",1990-06-14,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,74,59,1990,6,14,"JJA"
"24784",1990-06-15,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.05,0,0,76,63,1990,6,15,"JJA"
"24785",1990-06-16,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,81,58,1990,6,16,"JJA"
"24786",1990-06-17,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,85,66,1990,6,17,"JJA"
"24787",1990-06-18,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.25,0,0,80,56,1990,6,18,"JJA"
"24788",1990-06-19,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.12,0,0,76,57,1990,6,19,"JJA"
"24789",1990-06-20,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.02,0,0,74,58,1990,6,20,"JJA"
"24790",1990-06-21,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.05,0,0,71,52,1990,6,21,"JJA"
"24791",1990-06-22,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.4,0,0,79,60,1990,6,22,"JJA"
"24792",1990-06-23,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.44,0,0,78,52,1990,6,23,"JJA"
"24793",1990-06-24,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.01,0,0,73,48,1990,6,24,"JJA"
"24794",1990-06-25,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,67,47,1990,6,25,"JJA"
"24795",1990-06-26,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,80,46,1990,6,26,"JJA"
"24796",1990-06-27,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,76,49,1990,6,27,"JJA"
"24797",1990-06-28,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,71,35,1990,6,28,"JJA"
"24798",1990-06-29,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.25,0,0,60,54,1990,6,29,"JJA"
"24799",1990-06-30,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.01,0,0,65,55,1990,6,30,"JJA"
"24800",1990-07-01,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.01,0,0,64,50,1990,7,1,"JJA"
"24801",1990-07-02,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,77,42,1990,7,2,"JJA"
"24802",1990-07-03,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,77,55,1990,7,3,"JJA"
"24803",1990-07-04,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,82,66,1990,7,4,"JJA"
"24804",1990-07-05,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,79,40,1990,7,5,"JJA"
"24805",1990-07-06,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,79,36,1990,7,6,"JJA"
"24806",1990-07-07,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,73,46,1990,7,7,"JJA"
"24807",1990-07-08,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.09,0,0,76,61,1990,7,8,"JJA"
"24808",1990-07-09,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,77,53,1990,7,9,"JJA"
"24809",1990-07-10,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,78,42,1990,7,10,"JJA"
"24810",1990-07-11,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,73,43,1990,7,11,"JJA"
"24811",1990-07-12,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,68,43,1990,7,12,"JJA"
"24812",1990-07-13,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,76,42,1990,7,13,"JJA"
"24813",1990-07-14,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,76,56,1990,7,14,"JJA"
"24814",1990-07-15,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.67,0,0,80,63,1990,7,15,"JJA"
"24815",1990-07-16,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,78,48,1990,7,16,"JJA"
"24816",1990-07-17,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,80,54,1990,7,17,"JJA"
"24817",1990-07-18,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,84,57,1990,7,18,"JJA"
"24818",1990-07-19,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.1,0,0,82,53,1990,7,19,"JJA"
"24819",1990-07-20,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.81,0,0,76,56,1990,7,20,"JJA"
"24820",1990-07-21,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,80,57,1990,7,21,"JJA"
"24821",1990-07-22,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.26,0,0,80,62,1990,7,22,"JJA"
"24822",1990-07-23,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,1.83,0,0,74,60,1990,7,23,"JJA"
"24823",1990-07-24,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.21,0,0,77,58,1990,7,24,"JJA"
"24824",1990-07-25,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,81,52,1990,7,25,"JJA"
"24825",1990-07-26,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,82,49,1990,7,26,"JJA"
"24826",1990-07-27,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.36,0,0,82,53,1990,7,27,"JJA"
"24827",1990-07-28,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,84,52,1990,7,28,"JJA"
"24828",1990-07-29,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,84,52,1990,7,29,"JJA"
"24829",1990-07-30,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,83,51,1990,7,30,"JJA"
"24830",1990-07-31,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.61,0,0,80,48,1990,7,31,"JJA"
"24831",1990-08-01,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,72,48,1990,8,1,"JJA"
"24832",1990-08-02,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,78,44,1990,8,2,"JJA"
"24833",1990-08-03,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,82,49,1990,8,3,"JJA"
"24834",1990-08-04,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,84,50,1990,8,4,"JJA"
"24835",1990-08-05,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.27,0,0,81,55,1990,8,5,"JJA"
"24836",1990-08-06,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,1.44,0,0,67,59,1990,8,6,"JJA"
"24837",1990-08-07,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.09,0,0,69,60,1990,8,7,"JJA"
"24838",1990-08-08,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,76,51,1990,8,8,"JJA"
"24839",1990-08-09,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.43,0,0,77,47,1990,8,9,"JJA"
"24840",1990-08-10,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.68,0,0,69,59,1990,8,10,"JJA"
"24841",1990-08-11,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.41,0,0,77,57,1990,8,11,"JJA"
"24842",1990-08-12,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,78,58,1990,8,12,"JJA"
"24843",1990-08-13,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,1.24,0,0,78,56,1990,8,13,"JJA"
"24844",1990-08-14,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,74,45,1990,8,14,"JJA"
"24845",1990-08-15,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,75,52,1990,8,15,"JJA"
"24846",1990-08-16,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,78,58,1990,8,16,"JJA"
"24847",1990-08-17,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,83,54,1990,8,17,"JJA"
"24848",1990-08-18,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,83,55,1990,8,18,"JJA"
"24849",1990-08-19,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,75,37,1990,8,19,"JJA"
"24850",1990-08-20,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,70,36,1990,8,20,"JJA"
"24851",1990-08-21,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,68,44,1990,8,21,"JJA"
"24852",1990-08-22,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,78,45,1990,8,22,"JJA"
"24853",1990-08-23,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,76,53,1990,8,23,"JJA"
"24854",1990-08-24,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.1,0,0,69,58,1990,8,24,"JJA"
"24855",1990-08-25,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.05,0,0,74,59,1990,8,25,"JJA"
"24856",1990-08-26,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,84,59,1990,8,26,"JJA"
"24857",1990-08-27,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.07,0,0,78,56,1990,8,27,"JJA"
"24858",1990-08-28,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.13,0,0,83,56,1990,8,28,"JJA"
"24859",1990-08-29,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.08,0,0,76,49,1990,8,29,"JJA"
"24860",1990-08-30,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,77,49,1990,8,30,"JJA"
"24861",1990-08-31,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,77,39,1990,8,31,"JJA"
"24862",1990-09-01,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,78,42,1990,9,1,"SON"
"24863",1990-09-02,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,80,52,1990,9,2,"SON"
"24864",1990-09-03,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,71,41,1990,9,3,"SON"
"24865",1990-09-04,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,73,33,1990,9,4,"SON"
"24866",1990-09-05,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,70,53,1990,9,5,"SON"
"24867",1990-09-06,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.01,0,0,76,61,1990,9,6,"SON"
"24868",1990-09-07,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.17,0,0,72,58,1990,9,7,"SON"
"24869",1990-09-08,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,63,30,1990,9,8,"SON"
"24870",1990-09-09,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.23,0,0,64,30,1990,9,9,"SON"
"24871",1990-09-10,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,72,47,1990,9,10,"SON"
"24872",1990-09-11,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.04,0,0,73,50,1990,9,11,"SON"
"24873",1990-09-12,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,77,52,1990,9,12,"SON"
"24874",1990-09-13,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.01,0,0,77,45,1990,9,13,"SON"
"24875",1990-09-14,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.72,0,0,73,51,1990,9,14,"SON"
"24876",1990-09-15,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.07,0,0,69,52,1990,9,15,"SON"
"24877",1990-09-16,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,56,38,1990,9,16,"SON"
"24878",1990-09-17,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.03,0,0,48,29,1990,9,17,"SON"
"24879",1990-09-18,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,52,29,1990,9,18,"SON"
"24880",1990-09-19,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.27,0,0,57,26,1990,9,19,"SON"
"24881",1990-09-20,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.04,0,0,54,43,1990,9,20,"SON"
"24882",1990-09-21,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.16,0,0,61,34,1990,9,21,"SON"
"24883",1990-09-22,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.04,0,0,55,45,1990,9,22,"SON"
"24884",1990-09-23,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.1,0,0,54,37,1990,9,23,"SON"
"24885",1990-09-24,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.01,0,0,54,39,1990,9,24,"SON"
"24886",1990-09-25,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,64,35,1990,9,25,"SON"
"24887",1990-09-26,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,63,44,1990,9,26,"SON"
"24888",1990-09-27,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,70,44,1990,9,27,"SON"
"24889",1990-09-28,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,74,40,1990,9,28,"SON"
"24890",1990-09-29,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.41,0,0,70,45,1990,9,29,"SON"
"24891",1990-09-30,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.38,0,0,61,53,1990,9,30,"SON"
"24892",1990-10-01,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.05,0,0,61,38,1990,10,1,"SON"
"24893",1990-10-02,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.08,0,0,48,38,1990,10,2,"SON"
"24894",1990-10-03,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,62,28,1990,10,3,"SON"
"24895",1990-10-04,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.52,0,0,60,46,1990,10,4,"SON"
"24896",1990-10-05,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.02,0,0,59,41,1990,10,5,"SON"
"24897",1990-10-06,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,79,42,1990,10,6,"SON"
"24898",1990-10-07,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,80,53,1990,10,7,"SON"
"24899",1990-10-08,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.08,0,0,70,48,1990,10,8,"SON"
"24900",1990-10-09,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,1.04,0,0,60,45,1990,10,9,"SON"
"24901",1990-10-10,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.08,0,0,53,41,1990,10,10,"SON"
"24902",1990-10-11,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.59,0,0,60,52,1990,10,11,"SON"
"24903",1990-10-12,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.58,0,0,69,54,1990,10,12,"SON"
"24904",1990-10-13,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.28,0,0,68,53,1990,10,13,"SON"
"24905",1990-10-14,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,64,53,1990,10,14,"SON"
"24906",1990-10-15,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.05,0,0,60,37,1990,10,15,"SON"
"24907",1990-10-16,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,55,36,1990,10,16,"SON"
"24908",1990-10-17,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,63,26,1990,10,17,"SON"
"24909",1990-10-18,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,1.04,0,0,67,42,1990,10,18,"SON"
"24910",1990-10-19,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.05,0,0,64,33,1990,10,19,"SON"
"24911",1990-10-20,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,52,25,1990,10,20,"SON"
"24912",1990-10-21,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,60,26,1990,10,21,"SON"
"24913",1990-10-22,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.16,0,0,51,37,1990,10,22,"SON"
"24914",1990-10-23,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,2.31,0,0,50,47,1990,10,23,"SON"
"24915",1990-10-24,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.01,0,0,50,33,1990,10,24,"SON"
"24916",1990-10-25,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.07,0,0,53,28,1990,10,25,"SON"
"24917",1990-10-26,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,45,32,1990,10,26,"SON"
"24918",1990-10-27,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,44,19,1990,10,27,"SON"
"24919",1990-10-28,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.13,0,0,37,29,1990,10,28,"SON"
"24920",1990-10-29,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,35,27,1990,10,29,"SON"
"24921",1990-10-30,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,51,26,1990,10,30,"SON"
"24922",1990-10-31,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,51,24,1990,10,31,"SON"
"24923",1990-11-01,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,58,19,1990,11,1,"SON"
"24924",1990-11-02,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,69,28,1990,11,2,"SON"
"24925",1990-11-03,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,66,53,1990,11,3,"SON"
"24926",1990-11-04,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,67,49,1990,11,4,"SON"
"24927",1990-11-05,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.28,0,0,60,32,1990,11,5,"SON"
"24928",1990-11-06,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.03,0,0,40,33,1990,11,6,"SON"
"24929",1990-11-07,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.08,1,1,36,25,1990,11,7,"SON"
"24930",1990-11-08,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,36,25,1990,11,8,"SON"
"24931",1990-11-09,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.12,1,1,37,12,1990,11,9,"SON"
"24932",1990-11-10,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,1.64,2.5,3,34,30,1990,11,10,"SON"
"24933",1990-11-11,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.47,6,8,34,23,1990,11,11,"SON"
"24934",1990-11-12,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.11,2,8,29,14,1990,11,12,"SON"
"24935",1990-11-13,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.02,1,7,23,12,1990,11,13,"SON"
"24936",1990-11-14,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,6,30,14,1990,11,14,"SON"
"24937",1990-11-15,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,3,55,14,1990,11,15,"SON"
"24938",1990-11-16,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.06,0,0,60,32,1990,11,16,"SON"
"24939",1990-11-17,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,55,28,1990,11,17,"SON"
"24940",1990-11-18,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,35,15,1990,11,18,"SON"
"24941",1990-11-19,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,34,6,1990,11,19,"SON"
"24942",1990-11-20,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,33,23,1990,11,20,"SON"
"24943",1990-11-21,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,43,28,1990,11,21,"SON"
"24944",1990-11-22,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.27,0,0,40,25,1990,11,22,"SON"
"24945",1990-11-23,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.08,0.6,1,46,29,1990,11,23,"SON"
"24946",1990-11-24,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.05,0.6,1,34,29,1990,11,24,"SON"
"24947",1990-11-25,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,1,41,27,1990,11,25,"SON"
"24948",1990-11-26,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,37,24,1990,11,26,"SON"
"24949",1990-11-27,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.19,0,0,39,23,1990,11,27,"SON"
"24950",1990-11-28,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,67,34,1990,11,28,"SON"
"24951",1990-11-29,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.02,0.5,1,57,30,1990,11,29,"SON"
"24952",1990-12-01,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,32,22,1990,12,1,"DJF"
"24953",1990-12-02,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,44,14,1990,12,2,"DJF"
"24954",1990-12-03,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,43,28,1990,12,3,"DJF"
"24955",1990-12-04,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,1.46,6,6,28,16,1990,12,4,"DJF"
"24956",1990-12-05,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.44,1,6,34,22,1990,12,5,"DJF"
"24957",1990-12-06,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.01,0.5,6,30,14,1990,12,6,"DJF"
"24958",1990-12-07,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,5,30,14,1990,12,7,"DJF"
"24959",1990-12-08,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,5,35,26,1990,12,8,"DJF"
"24960",1990-12-09,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,5,41,12,1990,12,9,"DJF"
"24961",1990-12-10,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,5,39,21,1990,12,10,"DJF"
"24962",1990-12-11,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,5,38,19,1990,12,11,"DJF"
"24963",1990-12-12,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,5,22,3,1990,12,12,"DJF"
"24964",1990-12-13,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.01,0.2,5,32,9,1990,12,13,"DJF"
"24965",1990-12-14,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.12,1,6,40,17,1990,12,14,"DJF"
"24966",1990-12-15,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,5,30,-1,1990,12,15,"DJF"
"24967",1990-12-16,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.34,5,10,24,-6,1990,12,16,"DJF"
"24968",1990-12-17,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.17,1.5,12,30,21,1990,12,17,"DJF"
"24969",1990-12-18,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.1,0,11,32,15,1990,12,18,"DJF"
"24970",1990-12-19,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.29,0,10,33,15,1990,12,19,"DJF"
"24971",1990-12-20,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,9,34,28,1990,12,20,"DJF"
"24972",1990-12-21,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,9,28,3,1990,12,21,"DJF"
"24973",1990-12-22,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.42,0,7,35,15,1990,12,22,"DJF"
"24974",1990-12-23,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.04,0,4,51,35,1990,12,23,"DJF"
"24975",1990-12-24,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,1.34,1.5,4,50,33,1990,12,24,"DJF"
"24976",1990-12-25,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.06,0.5,4,33,14,1990,12,25,"DJF"
"24977",1990-12-26,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,4,20,4,1990,12,26,"DJF"
"24978",1990-12-27,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.07,1.5,5,20,6,1990,12,27,"DJF"
"24979",1990-12-28,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.08,2,7,13,-10,1990,12,28,"DJF"
